2025-07-23 10:08:19,299 serial_wrap.py, line 324, ERROR:get_anwser timeout 
2025-07-23 10:08:19,335 serial_wrap.py, line 141, ERROR:未找到支持的设备
2025-07-23 10:08:19,336 serial_wrap.py, line 65, CRITICAL:未接控制器或者控制器没有开机,或者程序运行错误!
2025-07-23 10:09:55,895 serial_wrap.py, line 324, ERROR:get_anwser timeout 
2025-07-23 10:09:55,930 serial_wrap.py, line 141, ERROR:未找到支持的设备
2025-07-23 10:09:55,931 serial_wrap.py, line 65, CRITICAL:未接控制器或者控制器没有开机,或者程序运行错误!
2025-07-23 10:10:15,389 serial_wrap.py, line 78, ERROR:get_anwser error:device reports readiness to read but returned no data (device disconnected or multiple access on port?)
2025-07-23 10:10:16,405 serial_wrap.py, line 78, ERROR:get_anwser error:device reports readiness to read but returned no data (device disconnected or multiple access on port?)
2025-07-23 10:10:16,469 camera.py, line 82, ERROR:read:读取图像错误!!!!
2025-07-23 10:10:16,471 camera.py, line 82, ERROR:read:读取图像错误!!!!
2025-07-23 10:10:16,472 camera.py, line 82, ERROR:read:读取图像错误!!!!
2025-07-23 10:10:16,473 camera.py, line 82, ERROR:read:读取图像错误!!!!
2025-07-23 10:10:16,473 camera.py, line 82, ERROR:read:读取图像错误!!!!
2025-07-23 10:10:16,474 camera.py, line 82, ERROR:read:读取图像错误!!!!
2025-07-23 10:10:16,474 camera.py, line 82, ERROR:read:读取图像错误!!!!
2025-07-23 10:10:16,475 camera.py, line 82, ERROR:read:读取图像错误!!!!
2025-07-23 10:10:16,476 camera.py, line 82, ERROR:read:读取图像错误!!!!
2025-07-23 10:10:16,476 camera.py, line 82, ERROR:read:读取图像错误!!!!
2025-07-23 10:10:16,477 camera.py, line 82, ERROR:read:读取图像错误!!!!
2025-07-23 10:10:16,478 camera.py, line 82, ERROR:read:读取图像错误!!!!
2025-07-23 10:10:16,478 camera.py, line 82, ERROR:read:读取图像错误!!!!
2025-07-23 10:10:16,479 camera.py, line 82, ERROR:read:读取图像错误!!!!
2025-07-23 10:10:16,479 camera.py, line 82, ERROR:read:读取图像错误!!!!
2025-07-23 10:10:16,480 camera.py, line 82, ERROR:read:读取图像错误!!!!
2025-07-23 10:10:16,481 camera.py, line 82, ERROR:read:读取图像错误!!!!
2025-07-23 10:10:16,481 camera.py, line 82, ERROR:read:读取图像错误!!!!
2025-07-23 10:10:16,482 camera.py, line 82, ERROR:read:读取图像错误!!!!
2025-07-23 10:10:16,482 camera.py, line 82, ERROR:read:读取图像错误!!!!
2025-07-23 10:10:16,486 camera.py, line 82, ERROR:read:读取图像错误!!!!
2025-07-23 10:10:16,487 camera.py, line 82, ERROR:read:读取图像错误!!!!
2025-07-23 10:10:16,487 camera.py, line 82, ERROR:read:读取图像错误!!!!
2025-07-23 10:10:16,488 camera.py, line 82, ERROR:read:读取图像错误!!!!
2025-07-23 10:10:16,489 camera.py, line 82, ERROR:read:读取图像错误!!!!
2025-07-23 10:10:16,489 camera.py, line 82, ERROR:read:读取图像错误!!!!
2025-07-23 10:10:16,490 camera.py, line 82, ERROR:read:读取图像错误!!!!
2025-07-23 10:10:16,490 camera.py, line 82, ERROR:read:读取图像错误!!!!
2025-07-23 10:10:16,491 camera.py, line 82, ERROR:read:读取图像错误!!!!
2025-07-23 10:10:16,491 camera.py, line 82, ERROR:read:读取图像错误!!!!
2025-07-23 10:10:16,492 camera.py, line 82, ERROR:read:读取图像错误!!!!
2025-07-23 10:10:16,492 camera.py, line 82, ERROR:read:读取图像错误!!!!
2025-07-23 10:10:16,493 camera.py, line 82, ERROR:read:读取图像错误!!!!
2025-07-23 10:10:16,494 camera.py, line 82, ERROR:read:读取图像错误!!!!
2025-07-23 10:10:16,494 camera.py, line 82, ERROR:read:读取图像错误!!!!
2025-07-23 10:10:16,495 camera.py, line 82, ERROR:read:读取图像错误!!!!
2025-07-23 10:10:16,496 camera.py, line 82, ERROR:read:读取图像错误!!!!
2025-07-23 10:10:16,497 camera.py, line 82, ERROR:read:读取图像错误!!!!
2025-07-23 10:10:16,498 camera.py, line 82, ERROR:read:读取图像错误!!!!
2025-07-23 10:10:16,498 camera.py, line 82, ERROR:read:读取图像错误!!!!
2025-07-23 10:10:16,499 camera.py, line 82, ERROR:read:读取图像错误!!!!
2025-07-23 10:10:16,500 camera.py, line 82, ERROR:read:读取图像错误!!!!
2025-07-23 10:10:16,500 camera.py, line 82, ERROR:read:读取图像错误!!!!
2025-07-23 10:10:16,501 camera.py, line 82, ERROR:read:读取图像错误!!!!
2025-07-23 10:10:16,501 camera.py, line 82, ERROR:read:读取图像错误!!!!
2025-07-23 10:10:16,502 camera.py, line 82, ERROR:read:读取图像错误!!!!
2025-07-23 10:10:16,502 camera.py, line 82, ERROR:read:读取图像错误!!!!
2025-07-23 10:10:16,503 camera.py, line 82, ERROR:read:读取图像错误!!!!
2025-07-23 10:10:16,504 camera.py, line 82, ERROR:read:读取图像错误!!!!
2025-07-23 10:10:16,504 camera.py, line 82, ERROR:read:读取图像错误!!!!
2025-07-23 10:10:16,505 camera.py, line 82, ERROR:read:读取图像错误!!!!
2025-07-23 10:10:16,505 camera.py, line 82, ERROR:read:读取图像错误!!!!
2025-07-23 10:10:16,506 camera.py, line 82, ERROR:read:读取图像错误!!!!
2025-07-23 10:10:16,506 camera.py, line 82, ERROR:read:读取图像错误!!!!
2025-07-23 10:10:16,507 camera.py, line 82, ERROR:read:读取图像错误!!!!
2025-07-23 10:10:16,508 camera.py, line 82, ERROR:read:读取图像错误!!!!
2025-07-23 10:10:16,508 camera.py, line 82, ERROR:read:读取图像错误!!!!
2025-07-23 10:10:16,509 camera.py, line 82, ERROR:read:读取图像错误!!!!
2025-07-23 10:10:16,509 camera.py, line 82, ERROR:read:读取图像错误!!!!
2025-07-23 10:10:16,510 camera.py, line 82, ERROR:read:读取图像错误!!!!
2025-07-23 10:10:16,510 camera.py, line 82, ERROR:read:读取图像错误!!!!
2025-07-23 10:10:16,511 camera.py, line 82, ERROR:read:读取图像错误!!!!
2025-07-23 10:10:16,511 camera.py, line 82, ERROR:read:读取图像错误!!!!
2025-07-23 10:10:16,512 camera.py, line 82, ERROR:read:读取图像错误!!!!
2025-07-23 10:10:16,512 camera.py, line 82, ERROR:read:读取图像错误!!!!
2025-07-23 10:10:16,513 camera.py, line 82, ERROR:read:读取图像错误!!!!
2025-07-23 10:10:16,513 camera.py, line 82, ERROR:read:读取图像错误!!!!
2025-07-23 10:10:16,514 camera.py, line 82, ERROR:read:读取图像错误!!!!
2025-07-23 10:10:16,515 camera.py, line 82, ERROR:read:读取图像错误!!!!
2025-07-23 10:10:16,517 camera.py, line 82, ERROR:read:读取图像错误!!!!
2025-07-23 10:10:16,518 camera.py, line 82, ERROR:read:读取图像错误!!!!
2025-07-23 10:10:16,519 camera.py, line 82, ERROR:read:读取图像错误!!!!
2025-07-23 10:10:16,519 camera.py, line 82, ERROR:read:读取图像错误!!!!
2025-07-23 10:10:16,520 camera.py, line 82, ERROR:read:读取图像错误!!!!
2025-07-23 10:10:16,520 camera.py, line 82, ERROR:read:读取图像错误!!!!
2025-07-23 10:10:16,521 camera.py, line 82, ERROR:read:读取图像错误!!!!
2025-07-23 10:10:16,521 camera.py, line 82, ERROR:read:读取图像错误!!!!
2025-07-23 10:10:16,522 camera.py, line 82, ERROR:read:读取图像错误!!!!
2025-07-23 10:10:16,522 camera.py, line 82, ERROR:read:读取图像错误!!!!
2025-07-23 10:10:16,523 camera.py, line 82, ERROR:read:读取图像错误!!!!
2025-07-23 10:10:16,523 camera.py, line 82, ERROR:read:读取图像错误!!!!
2025-07-23 10:10:16,524 camera.py, line 82, ERROR:read:读取图像错误!!!!
2025-07-23 10:10:16,524 camera.py, line 82, ERROR:read:读取图像错误!!!!
2025-07-23 10:10:16,525 camera.py, line 82, ERROR:read:读取图像错误!!!!
2025-07-23 10:10:16,525 camera.py, line 82, ERROR:read:读取图像错误!!!!
2025-07-23 10:10:16,526 camera.py, line 82, ERROR:read:读取图像错误!!!!
2025-07-23 10:10:16,526 camera.py, line 82, ERROR:read:读取图像错误!!!!
2025-07-23 10:10:16,527 camera.py, line 82, ERROR:read:读取图像错误!!!!
2025-07-23 10:10:16,527 camera.py, line 82, ERROR:read:读取图像错误!!!!
2025-07-23 10:10:16,528 camera.py, line 82, ERROR:read:读取图像错误!!!!
2025-07-23 10:10:16,528 camera.py, line 82, ERROR:read:读取图像错误!!!!
2025-07-23 10:10:16,529 camera.py, line 82, ERROR:read:读取图像错误!!!!
2025-07-23 10:10:16,529 camera.py, line 82, ERROR:read:读取图像错误!!!!
2025-07-23 10:10:16,529 camera.py, line 82, ERROR:read:读取图像错误!!!!
